,author,content,description,label,publishedAt,source_id,source_name,title,url,urlToImage
745,MSNBC.com,,"Rachel Maddow reports on the unexpected news that Senator Dianne Feinstein received a letter about Brett Kavanaugh, and after sharing it with some colleagues, referred it to the FBI without making its contents or its author public.",left,2018-09-14T03:32:48Z,msnbc,MSNBC,Sen. Feinstein refers mysterious letter about Kavanaugh to FBI,https://www.msnbc.com/rachel-maddow/watch/sen-feinstein-refers-mysterious-letter-about-kavanaugh-to-fbi-1320165955849,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_maddow_dfeinstein_180913_1920x1080.1200;630;7;70;5.jpg
746,MSNBC.com,,"Lisa Graves, Former Chief Counsel for nominations for the ranking Democrat of the Senate Judiciary Committee explains why these new allegations against Supreme Court Nominee Brett Kavanaugh are a challenge for the Senate.",left,2018-09-14T03:23:04Z,msnbc,MSNBC,Allegations against Supreme Ct nominee a challenge to Senate,https://www.msnbc.com/the-last-word/watch/allegations-against-supreme-ct-nominee-a-challenge-to-senate-1320161859707,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_lw_ckav_180913_1920x1080.1200;630;7;70;5.jpg
747,MSNBC.com,,"The MTP Daily panel, Dany Pletka, Cornell Belcher and Shane Harris, analyze two ads released after the allegation against Brett Kavanaugh and how his confirmation vote will be based on feelings over facts.",left,2018-09-18T21:35:54Z,msnbc,MSNBC,Panel: Kavanaugh confirmation will be 'played out in the court of public opinion',https://www.msnbc.com/mtp-daily/watch/panel-kavanaugh-confirmation-will-be-played-out-in-the-court-of-public-opinion-1323578435826,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_mtpd_clip_panelads_180918_1920x1080.1200;630;7;70;5.jpg
748,MSNBC.com,,Top Democrats are joining Christine Blasey Ford in demanding an investigation into her allegations of sexual misconduct against Supreme Court nominee Brett Kavanaugh before she sits down to testify. Stephanie Ruhle breaks down the latest.,left,2018-09-19T14:22:55Z,msnbc,MSNBC,Top Dems join Kavanaugh accuser in demanding FBI investigation,https://www.msnbc.com/stephanie-ruhle/watch/top-dems-join-kavanaugh-accuser-in-demanding-fbi-investigation-1324126275663,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_ruhle_aexplainer_180919_1920x1080.1200;630;7;70;5.jpg
749,MSNBC.com,,Anita Hill’s testimony is being remembered as Dr. Christine Blasey Ford likely prepares to testify before the Senate Judiciary Committee as the Brett Kavanaugh Supreme Court nominations hearings continue. Joy Reid and David Brock of Media Matters discuss.,left,2018-09-22T20:22:19Z,msnbc,MSNBC,David Brock: Ford is going to face some things more challenging than Anita Hill,https://www.msnbc.com/am-joy/watch/anita-hill-dr-christine-blasey-ford-compared-as-kavanaugh-hearings-continue-1326921795607,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_joy_anitahill_180922_1920x1080.1200;630;7;70;5.jpg
750,MSNBC.com,,"Frank Figliuzzi, former FBI assistant director for counterintelligence, talks with Rachel Maddow about the FBI's role and responsibilities with regard to a secretive letter about Brett Kavanaugh, submitted by Senator Dianne Feinstein.",left,2018-09-14T03:37:39Z,msnbc,MSNBC,Mysterious letter about Kavanaugh adds late twist to confirmation,https://www.msnbc.com/rachel-maddow/watch/mysterious-letter-about-kavanaugh-adds-late-twist-to-confirmation-1320172099679,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_maddow_efigliuzzi_180913_1920x1080.1200;630;7;70;5.jpg
751,MSNBC.com,,"After Supreme Court nominee Brett Kavanaugh’s accuser came forward by name with her allegation of sexual misconduct, the Washington Post reporter who broke the story joins Kasie DC to discuss her motivations for going public.",left,2018-09-17T01:53:29Z,msnbc,MSNBC,Kavanaugh accuser came forward out of 'civic responsibility',https://www.msnbc.com/kasie-dc/watch/kavanaugh-accuser-came-forward-out-of-civic-responsibility-1321966659812,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hunt_kavanaugh_180916_1920x1080.1200;630;7;70;5.jpg
752,MSNBC.com,,"Alexis Goldstein, Holten-Arms alumni and one of the women who signed a letter in support of Dr. Blasey Ford, talks about the group of women behind Dr. Blasey Ford amidst her allegations against Supreme Court Justice nominee Brett Kavanaugh.",left,2018-09-21T17:54:10Z,msnbc,MSNBC,Holten-Arms alumni: ‘the community just wanted to support her and say that we have her back’,https://www.msnbc.com/hallie-jackson/watch/holten-arms-alumni-the-community-just-wanted-to-support-her-and-say-that-we-have-her-back-1326125635992,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hallie_goldstein_180921_1920x1080.1200;630;7;70;5.jpg
753,MSNBC.com,,MSNBC’s Richard Lui speaks to Republican strategist and MSNBC political analyst Susan Del Percio and Democratic strategist Basil Smikle about the potential political fallout from the sexual misconduct allegation against Supreme Court nominee Brett Kavanaugh.,left,2018-09-22T23:31:00Z,msnbc,MSNBC,Strategist: Supreme Court nomination could swing midterms,https://www.msnbc.com/msnbc/watch/alleged-kavanaugh-assault-may-hurt-gop-scotus-midterm-odds-1326984771624,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_msnbc_kavanaughmidtermSCOTUS_180922_1920x1080.1200;630;7;70;5.jpg
754,MSNBC.com,,Assistant Professor of Law at George Mason University and friend of Brett Kavanaugh Jennifer Mascott says that in her experience he’s always acted with character and integrity. She says the allegations are inconsistent with what she knows.,left,2018-09-18T20:45:49Z,msnbc,MSNBC,Kavanaugh's Former law clerk: He was 'a tremendous public servant',https://www.msnbc.com/ali-velshi/watch/jennifer-mascott-former-law-clerk-to-kavanaugh-defends-his-character-1323540035658,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_velshi_brk_jennifermascott_180918_1920x1080.1200;630;7;70;5.jpg
755,MSNBC.com,,"The Senate Judiciary Committee intends to hold a hearing on Monday with both President Trump’s Supreme Court nominee, Judge Brett Kavanaugh, and the woman he allegedly assaulted back in high school in the 1980's, Dr. Christine Blasey Ford.",left,2018-09-18T20:23:11Z,msnbc,MSNBC,The Big Question: What would lawmakers have to hear at Monday’s hearing to disqualify Kavanaugh?,https://www.msnbc.com/katy-tur/watch/what-would-lawmakers-have-to-hear-at-monday-s-hearing-to-disqualify-kavanaugh-1323518531984,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_tur_thebigquestion_180918_1920x1080.1200;630;7;70;5.jpg
756,MSNBC.com,,The White House now supports Supreme Court nominee Brett Kavanaugh’s accuser testifying under oath. Stephanie Ruhle and Washington Post White House Bureau Chief Philip Rucker discuss whether the Senate Republicans will agree and if his confirmation vote will …,left,2018-09-17T14:15:24Z,msnbc,MSNBC,Conway on Kavanaugh allegations: accuser “should be heard”,https://www.msnbc.com/stephanie-ruhle/watch/will-judge-brett-kavanaugh-s-confirmation-vote-be-delayed-1322269251787,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_ruhle_cblock_180917_1920x1080.1200;630;7;70;5.jpg
757,MSNBC.com,,"MSNBC’s Ayman Moyheldin discusses the agreement between the Senate Judiciary Committee and attorneys for Christine Blasey Ford, who accuses Supreme Court nominee Brett Kavanaugh of sexual misconduct, which he denies. Ayman’s guests are NBC News political repo…",left,2018-09-23T23:07:16Z,msnbc,MSNBC,Kavanaugh/Ford Senate hearing: The unanswered questions,https://www.msnbc.com/msnbc/watch/questions-ahead-of-kavanaugh-s-supreme-court-hearing-1327409219562,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_msnbc_kavanaughfordsenateqs_180923_1920x1080.1200;630;7;70;5.jpg
758,MSNBC.com,,"Alexis Goldstein, Holton-Arms alumni and one of the women who signed a letter in support of Dr. Blasey Ford, talks about the group of women behind Dr. Blasey Ford amidst her allegations against Supreme Court Justice nominee Brett Kavanaugh.",left,2018-09-21T18:59:14Z,msnbc,MSNBC,Holton-Arms alumni: ‘the community just wanted to support her and say that we have her back’,https://www.msnbc.com/hallie-jackson/watch/holton-arms-alumni-the-community-just-wanted-to-support-her-and-say-that-we-have-her-back-1326177859967,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hallie_goldstein_180921_1920x1080.1200;630;7;70;5.jpg
759,MSNBC.com,,Christine Blasey Ford wants the FBI to investigate the claim she was assaulted by Brett Kavanaugh when both were teenagers. Lawmakers including Sens. Chuck Schumer and Dianne Feinstein are also calling on the FBI to investigate. The panel discusses.,left,2018-09-24T11:00:33Z,msnbc,MSNBC,"Joe: If truth is on their side, what is GOP afraid of?",https://www.msnbc.com/morning-joe/watch/why-would-the-gop-be-scared-of-an-fbi-investigation-1327657539806,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_mj_first_180924_1920x1080.1200;630;7;70;5.jpg
760,Steve Benen,"After Christine Blasey Ford came forward publicly with a sexual assault allegation against Brett Kavanaugh, the obvious move would’ve been for the FBI to re-open its background check of the Supreme Court nominee. Republicans, for reasons that still haven’t be… [+2483 chars]","I'm sure the Iowa Republican has many capable aides, but these developments hardly bolster the case that Grassley's staff can be counted on to do the FBI's job.",left,2018-09-24T13:30:07Z,msnbc,MSNBC,Grassley's team faces new controversy at...,http://www.msnbc.com/rachel-maddow-show/grassleys-team-faces-new-controversy-inopportune-time,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/ap_576902328637.jpg?itok=52O7ANxM
761,MSNBC.com,,"Rachel Maddow wonders at a deal Senator Chuck Schumer made with Mitch McConnell to expedite the confirmations of a set of judges instead of using those confirmations as a means of delaying the vote on Brett Kavanaugh, Donald Trump's Supreme Court pick.",left,2018-08-30T03:51:07Z,msnbc,MSNBC,Schumer takes eye off ball in pushback against Kavanaugh vote,https://www.msnbc.com/rachel-maddow/watch/schumer-takes-eye-off-ball-in-pushback-against-kavanaugh-vote-1309497411560,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201808/n_maddow_fschumer_180829_1920x1080.1200;630;7;70;5.jpg
762,MSNBC.com,,"Nancy Northup, president of the Center for Reproductive Rights, talks with Rachel Maddow about why her organization has officially opposed Donald Trump's pick for the Supreme Court, Brett Kavanaugh, the first time in the organization's 25-year history that it…",left,2018-09-04T03:05:41Z,msnbc,MSNBC,Kavanaugh accused of misapplying SCOTUS precedent on abortion,https://www.msnbc.com/rachel-maddow/watch/kavanaugh-accused-of-misapplying-scotus-precedent-on-abortion-1312250947793,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_maddow_cnorthup_180903_1920x1080.1200;630;7;70;5.jpg
763,MSNBC.com,,"Rachel Maddow looks at Brett Kavanaugh's testimony in his previous Senate confirmation hearing and how facts learned subsequently contradict his answers, an issue likely to come up now that he faces a new confirmation hearing for a seat on the Supreme Court.",left,2018-09-04T03:07:22Z,msnbc,MSNBC,New hearing revives question of whether Kavanaugh lied under oath,https://www.msnbc.com/rachel-maddow/watch/new-hearing-revives-question-of-whether-kavanaugh-lied-under-oath-1312248387964,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_maddow_dtorture_180903_1920x1080.1200;630;7;70;5.jpg
764,MSNBC.com,,"NPR legal affairs correspondent Nina Totenberg tells MSNBC’s Ayman Mohyeldin that it’s not normal for the White House to refuse to release 100,000 documents from Supreme Court nominee Brett Kavanaugh’s service in the George W. Bush administration. But, Totenb…",left,2018-09-02T23:31:00Z,msnbc,MSNBC,NPR’s Totenberg: 'Not normal' for WH to block Kavanaugh documents,https://www.msnbc.com/msnbc/watch/precedent-for-white-house-to-stop-kavanaugh-scotus-bush-documents-1311715907818,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_mohyeldin_kavanaughnotnormal_180902_1920x1080.1200;630;7;70;5.jpg
765,Steve Benen,It’s not surprising that Sen. Orrin Hatch (R-Utah) has positioned himself as an ardent supporter of Judge Brett Kavanaugh’s Supreme Court nomination. What is surprising is how bad Hatch’s arguments are. The retiring Utah Republican told Capitol Hill reporters… [+2115 chars],"To hear Orrin Hatch tell it, Brett Kavanaugh didn't attack Ford, and even if he did, Kavanaugh shouldn't be held accountable for his actions years later.",left,2018-09-18T13:20:11Z,msnbc,MSNBC,Orrin Hatch defends Kavanaugh in the...,http://www.msnbc.com/rachel-maddow-show/orrin-hatch-defends-kavanaugh-the-least-persuasive-way-possible,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/articles/169915216.jpg?itok=4c2RjQbK
766,MSNBC.com,,"Actress and activist Alyssa Milano joins Ari Melber to discuss Senate hearings from Trump’s Supreme Court nominee, Brett Kavanaugh, and the release of documents revealing Kavanaugh questioned whether Roe vs. Wade is settled law in 2003. Milano says access to …",left,2018-09-06T22:57:29Z,msnbc,MSNBC,Alyssa Milano: Trump is defying the American majority,https://www.msnbc.com/the-beat-with-ari-melber/watch/alyssa-milano-trump-is-defying-the-american-majority-1314552387740,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_ari_milano_180906_1920x1080.1200;630;7;70;5.jpg
767,MSNBC.com,,"Brigitte Amiri, deputy director of the ACLU Reproductive Freedom Project, talks with Rachel Maddow about how Brett Kavanaugh's apparent resistance to allowing a pregnant immigrant access to an abortion contributes to the notion that he would help overturn Roe…",left,2018-09-04T03:05:47Z,msnbc,MSNBC,Kavanaugh behavior on bench suggests opposition to Roe v. Wade,https://www.msnbc.com/rachel-maddow/watch/kavanaugh-behavior-on-bench-suggests-opposition-to-roe-v-wade-1312251459701,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_maddow_bamiri_180903_1920x1080.1200;630;7;70;5.jpg
768,Steve Benen,"Hugh Hewitt, a prominent conservative observer and an MSNBC contributor, made the argument this morning that journalists living inside blue bubbles – major urban areas on the costs – have a skewed perspective when it comes to public support for Brett Kavanaug… [+1930 chars]","Kavanaugh was already unusually unpopular, but there's some compelling evidence that his standing is getting worse, not better.",left,2018-09-24T15:30:04Z,msnbc,MSNBC,New poll suggests opposition to Kavanaugh...,http://www.msnbc.com/rachel-maddow-show/new-poll-suggests-opposition-kavanaugh-nomination-growing,http://www.msnbc.com/sites/msnbc/files/styles/ratio--1_91-1--1200x630/public/180709-scotus-nominee-brett-kavanaugh-donald-trump-ac-912p.jpg?itok=OXQRTfyS
769,MSNBC.com,,Senator Claire McCaskill announces tonight she will vote no on Brett Kavanaugh.,left,2018-09-19T23:20:27Z,msnbc,MSNBC,Sen. McCaskill to vote ‘no’ on Kavanaugh,https://www.msnbc.com/hardball/watch/sen-mccaskill-to-vote-no-on-kavanaugh-1324580931975,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_hardball_nelson_180919_1920x1080.1200;630;7;70;5.jpg
770,MSNBC.com,,"Ben Wittes, editor in chief of Lawfare, talks with Rachel Maddow about why Republicans seem to be avoiding ways to ascertain the truth in the accusation of sexual assault against Brett Kavanaugh, and whether Donald Trump is likely to fire Rod Rosenstein in a …",left,2018-09-22T03:33:47Z,msnbc,MSNBC,GOP actions on Kavanaugh accusation expose bad faith motives,https://www.msnbc.com/rachel-maddow/watch/gop-actions-on-kavanaugh-accusation-expose-bad-faith-motives-1326560835908,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_maddow_dwittes_180921_1920x1080.1200;630;7;70;5.jpg
771,MSNBC.com,,"Rachel Maddow replays some of Anita Hill's testimony against Clarence Thomas to the Senate Judiciary Committee and notes the familiar themes emerging in the sexual assault accusation against Brett Kavanaugh, which will now be heard in a Senate hearing as well.",left,2018-09-18T03:17:32Z,msnbc,MSNBC,Accusation against Kavanaugh resonates with Anita Hill's example,https://www.msnbc.com/rachel-maddow/watch/accusation-against-kavanaugh-resonates-with-anita-hill-s-example-1322891843728,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201809/n_maddow_ahill2_180917_1920x1080.1200;630;7;70;5.jpg
